183,4,4,0,5,False,False,True,False,False,True,
1819,4,6,5,0,True,False,False,False,False,True,
5000,4,8,7,13,False,False,False,False,False,False,
5000,4,5,6,3,False,False,False,False,False,False,
5000,4,3,3,2,False,False,False,False,False,False,
1539,4,0,0,8,False,False,True,True,False,False,
1944,4,8,1,2,True,False,False,True,False,False,
273,4,0,0,3,False,False,True,False,True,False,
1297,4,4,3,1,False,True,False,False,False,True,
5000,4,4,5,10,False,False,False,False,False,False,
722,4,3,1,2,False,False,True,False,True,False,
1365,4,1,1,6,False,False,True,False,True,False,
1553,4,9,4,3,False,True,False,False,False,True,
1046,4,1,1,4,False,False,True,False,False,True,
5000,4,3,6,1,False,False,False,False,False,False,
5000,4,7,10,2,False,False,False,False,False,False,
3535,4,2,4,7,False,False,True,True,False,False,
5000,4,11,10,6,False,False,False,False,False,False,
4176,4,8,14,3,True,False,False,False,True,False,
5000,4,6,13,6,False,False,False,False,False,False,
5000,4,7,3,14,False,False,False,False,False,False,
422,4,1,0,3,False,False,True,True,False,False,
5000,4,25,4,15,False,False,False,False,False,False,
4168,4,3,4,1,False,True,False,True,False,False,
1573,4,2,1,1,True,False,False,False,True,False,
4476,4,7,14,0,False,True,False,False,True,False,
5000,4,8,9,5,False,False,False,False,False,False,
5000,4,9,16,7,False,False,False,False,False,False,
292,4,2,1,0,True,False,False,True,False,False,
5000,4,0,4,2,False,False,False,False,False,False,
3564,4,3,3,8,False,True,False,False,True,False,
4133,4,9,12,8,False,False,True,False,True,False,
5000,4,5,3,7,False,False,False,False,False,False,
2632,4,0,1,6,False,False,True,True,False,False,
5000,4,9,0,4,False,False,False,False,False,False,
933,4,1,4,6,False,True,False,False,True,False,
5000,4,8,7,7,False,False,False,False,False,False,
1690,4,2,2,0,True,False,False,True,False,False,
2012,4,9,6,10,True,False,False,True,False,False,
5000,4,1,5,8,False,False,False,False,False,False,
5000,4,14,3,6,False,False,False,False,False,False,
4214,4,3,6,1,True,False,False,False,False,True,
5000,4,6,6,8,False,False,False,False,False,False,
1240,4,2,1,3,False,False,True,True,False,False,
5000,4,8,14,5,False,False,False,False,False,False,
5000,4,1,5,3,False,False,False,False,False,False,
1478,4,6,2,6,True,False,False,True,False,False,
5000,4,6,6,5,False,False,False,False,False,False,
957,4,3,6,4,False,False,True,False,True,False,
3055,4,3,1,1,True,False,False,False,False,True,
5000,4,18,7,8,False,False,False,False,False,False,
2385,4,2,3,7,False,False,True,False,False,True,
5000,4,8,9,6,False,False,False,False,False,False,
3661,4,7,4,8,False,True,False,False,False,True,
5000,4,0,0,2,False,False,False,False,False,False,
5000,4,19,4,1,False,False,False,False,False,False,
5000,4,7,4,13,False,False,False,False,False,False,
5000,4,13,8,5,False,False,False,False,False,False,
5000,4,7,3,2,False,False,False,False,False,False,
5000,4,6,7,4,False,False,False,False,False,False,
5000,4,14,11,9,False,False,False,False,False,False,
5000,4,4,18,6,False,False,False,False,False,False,
5000,4,11,3,6,False,False,False,False,False,False,
5000,4,7,10,6,False,False,False,False,False,False,
5000,4,20,16,3,False,False,False,False,False,False,
2367,4,2,1,4,False,False,True,True,False,False,
1174,4,6,1,0,True,False,False,True,False,False,
2558,4,6,1,4,False,False,True,False,False,True,
967,4,4,0,1,True,False,False,True,False,False,
3505,4,5,4,13,False,False,True,True,False,False,
401,4,2,0,0,True,False,False,False,False,True,
2650,4,7,2,9,False,False,True,False,False,True,
5000,4,14,3,9,False,False,False,False,False,False,
1969,4,5,17,5,True,False,False,False,False,True,
5000,4,4,4,2,False,False,False,False,False,False,
2104,4,1,3,7,False,False,True,False,True,False,
1733,4,4,9,4,False,True,False,False,False,True,
5000,4,0,2,1,False,False,False,False,False,False,
763,4,0,3,1,False,True,False,False,False,True,
4668,4,11,3,5,True,False,False,True,False,False,
5000,4,14,4,0,False,False,False,False,False,False,
2033,4,4,2,6,False,False,True,False,False,True,
5000,4,0,4,4,False,False,False,False,False,False,
5000,4,0,7,4,False,False,False,False,False,False,
5000,4,4,3,4,False,False,False,False,False,False,
379,4,2,0,1,True,False,False,False,False,True,
5000,4,9,4,7,False,False,False,False,False,False,
3258,4,0,5,2,False,False,True,True,False,False,
793,4,0,2,1,False,True,False,True,False,False,
5000,4,4,7,0,False,False,False,False,False,False,
5000,4,9,4,9,False,False,False,False,False,False,
1210,4,2,6,0,True,False,False,False,False,True,
3730,4,5,6,4,False,False,True,True,False,False,
